operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|El Palomar|,,85000,USD,1288804,85000,80,70,1062.5,1214.285714,,3,
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.554535,-58.455713",89000,USD,1349453.6,89000,0,33,,2696.969697,,1,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Morón|,,80000,USD,1212992,80000,,47,,1702.12766,,2,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.918591,-57.959098",,,,,,,,,,4,
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.6266557,-58.4562243",80000,USD,1212992,80000,40,40,2000,2000,7,2,1500
sell,store,|Argentina|Capital Federal|Once|,"-34.6066923,-58.409923",109500,USD,1660282.8,109500,,20,,5475,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,"-34.4219091,-58.5796396",3456112,ARS,3446519.5,227306.99,70,70,3247.242714,49373.02857,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,59000,USD,894581.6,59000,,29,,2034.482759,,1,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|,"-34.5792575415,-58.5391321603",110000,USD,1667864,110000,68,61,1617.647059,1803.278689,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.9274173,-57.960156",,,,,79,75,,,4,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,"-34.6748959,-58.5653054",78000,USD,1182667.2,78000,,,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,340000,USD,5155216,340000,799,186,425.5319149,1827.956989,,,
sell,store,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,"-34.4519214,-58.5548561",50000,USD,758120,50000,,38,,1315.789474,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,,195000,USD,2956668,195000,,96,,2031.25,,2,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Barrio Parque General San Martin|,"-34.5719835653,-58.5429346561",375000,ARS,373959.06,24663.58,60,56,411.0596667,6696.428571,8,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|,"-34.7586649,-58.3976837",130000,USD,1971112,130000,80,71,1625,1830.985915,,,
sell,apartment,|Argentina|Capital Federal|Parque Centenario|,"-34.6076122891,-58.4401524326",619000,ARS,617281.92,40711.36,37,34,1100.307027,18205.88235,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|Paso del Rey|,"-34.6251194,-58.7591887",480000,ARS,478667.71,31569.39,280,,112.7478214,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Ciudadela|,,,,,,,55,,,,3,
